Description,Quantity,UnitPrice,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority,Quantity_Group
0,47,99.29,6,0.01,1,29.26,2,0,0,2,2,1,High
8,36,2.78,10,0.13,1,26.77,4,0,0,0,2,1,High
5,20,11.79,5,0.44,2,7.49,1,0,0,0,4,2,Medium
8,41,36.66,10,0.0,1,15.4,0,1,0,2,4,2,High
3,45,63.79,11,0.15,0,24.98,2,1,0,2,0,2,High
6,22,63.28,9,0.23,1,23.39,4,0,0,1,2,0,Medium
3,37,86.73,11,0.34,0,20.53,2,1,0,1,3,2,High
9,27,54.06,6,0.23,0,13.61,2,1,0,0,4,2,Medium
7,32,25.41,0,0.36,0,18.24,2,0,0,3,3,0,Medium
8,46,15.65,3,0.22,2,20.66,1,0,1,0,4,1,High
7,22,50.02,10,0.37,0,7.45,4,0,0,0,1,0,Medium
9,25,9.67,8,0.05,1,8.52,2,1,1,0,4,1,Medium
0,18,5.62,5,0.27,2,29.57,2,0,1,3,4,1,Medium
6,1,70.12,7,0.08,1,22.67,2,1,0,0,3,1,Low
0,32,70.58,9,0.05,2,29.65,4,0,0,2,1,0,Medium
0,46,60.27,3,0.32,2,11.21,3,0,0,0,0,2,High
1,2,71.03,3,0.09,0,10.09,4,0,0,1,0,1,Low
10,36,26.85,5,0.25,0,23.51,2,1,1,1,2,0,High
8,46,46.85,8,0.22,1,24.77,4,1,0,2,0,2,High
6,22,55.49,2,0.21,1,25.58,1,1,0,0,2,2,Medium
4,16,10.26,6,0.08,0,29.4,2,0,0,2,3,0,Medium
5,48,93.11,6,0.23,1,9.65,4,0,0,2,3,2,High
8,28,69.36,5,0.48,2,27.99,4,1,0,1,3,0,Medium
5,48,87.15,7,0.4,2,16.42,0,0,0,0,2,2,High
1,36,13.43,7,0.02,1,19.32,2,1,1,2,4,2,High
2,16,46.69,11,0.07,1,27.86,0,0,0,1,3,0,Medium
8,35,83.56,10,0.09,0,13.83,2,1,0,2,3,1,Medium
8,33,71.8,5,0.04,1,27.06,0,1,0,0,2,1,Medium
3,25,58.22,3,0.33,2,17.18,3,0,1,2,0,2,Medium
5,39,2.24,4,0.02,2,13.49,1,0,0,3,4,0,High
0,12,55.08,5,0.5,2,10.01,1,1,1,1,4,2,Low
8,16,34.16,6,0.25,2,28.21,0,1,0,2,1,0,Medium
6,36,5.06,0,0.24,0,7.91,1,1,0,3,4,1,High
4,33,28.54,10,0.08,1,6.33,2,0,0,3,2,0,Medium
9,48,78.35,3,0.1,0,24.85,3,0,1,3,4,1,High
5,36,41.73,11,0.46,2,8.52,2,1,0,2,1,0,High
6,36,10.53,11,0.22,2,23.27,2,0,0,2,3,2,High
0,49,91.7,1,0.34,1,17.63,0,1,0,1,4,0,High
6,28,7.73,2,0.12,1,10.99,4,1,1,0,0,0,Medium
10,34,32.73,8,0.19,2,24.42,1,1,0,2,2,1,Medium
6,16,17.22,8,0.03,1,11.63,2,0,0,3,2,1,Medium
1,29,25.96,9,0.46,2,22.85,4,1,0,0,1,0,Medium
9,29,65.67,7,0.33,2,24.03,4,0,0,2,3,0,Medium
0,24,5.32,9,0.0,2,21.83,2,1,1,0,4,2,Medium
10,23,38.77,6,0.3,1,6.86,1,0,0,1,3,0,Medium
2,4,42.04,6,0.41,1,8.0,4,1,0,1,1,0,Low
4,23,46.85,2,0.24,1,20.14,1,0,0,1,1,0,Medium
1,22,83.39,9,0.09,2,18.69,1,1,0,1,1,1,Medium
1,27,16.64,0,0.39,1,28.79,2,1,0,1,4,1,Medium
8,30,60.56,1,0.39,2,27.65,0,0,0,2,3,2,Medium
1,22,25.85,1,0.03,2,26.12,1,1,0,0,0,2,Medium
9,6,51.55,6,0.25,0,19.65,0,1,0,2,3,1,Low
4,27,27.61,3,0.41,1,20.05,0,0,0,0,2,0,Medium
4,22,25.46,0,0.12,1,8.93,4,1,0,1,3,0,Medium
4,24,51.24,2,0.19,2,29.51,1,1,0,0,3,2,Medium
0,33,77.92,10,0.11,1,24.4,0,0,1,0,4,1,Medium
6,30,43.82,7,0.31,2,28.81,4,0,0,1,4,0,Medium
9,7,53.72,1,0.26,1,27.29,4,0,0,2,1,2,Low
3,32,11.58,2,0.01,1,26.74,3,0,0,2,3,0,Medium
5,17,51.82,7,0.33,0,21.91,0,1,0,2,4,0,Medium
10,22,46.94,6,0.46,1,22.41,2,0,1,1,0,2,Medium
1,26,97.01,10,0.41,1,7.83,2,1,0,0,2,0,Medium
0,32,35.96,7,0.08,2,9.52,1,1,0,3,0,1,Medium
5,29,41.44,6,0.21,1,11.55,1,0,0,3,2,1,Medium
2,37,14.34,11,0.37,1,21.99,2,1,0,2,0,2,High
10,36,88.77,4,0.09,2,29.01,0,0,0,0,2,2,High
6,46,98.05,1,0.3,2,19.28,3,1,0,1,1,0,High
7,42,16.6,9,0.21,0,12.21,3,1,0,2,3,2,High
1,10,94.97,3,0.1,1,6.73,1,1,0,1,4,0,Low
2,23,1.81,4,0.13,1,14.29,1,0,0,3,1,2,Medium
2,5,73.95,5,0.02,1,10.3,0,1,0,1,3,0,Low
9,11,65.22,6,0.19,2,16.54,4,1,0,0,2,2,Low
2,12,7.15,3,0.46,1,22.0,4,1,0,0,2,2,Low
9,20,5.01,5,0.28,2,14.79,3,0,0,1,3,2,Medium
4,10,6.71,1,0.41,0,13.66,0,1,0,2,1,0,Low
5,12,54.39,1,0.08,2,23.14,4,1,0,1,4,0,Low
6,42,78.66,4,0.35,2,16.62,3,0,0,1,2,1,High
5,25,81.71,9,0.44,1,25.36,2,0,0,1,1,1,Medium
10,8,68.94,10,0.38,2,18.54,4,0,0,0,0,2,Low
9,20,95.02,9,0.33,2,15.26,1,1,0,3,1,2,Medium
4,10,4.39,4,0.23,1,28.81,0,0,0,3,0,0,Low
6,48,46.02,2,0.14,1,11.94,4,0,0,1,3,1,High
8,47,78.19,10,0.0,1,6.46,2,0,0,0,3,1,High
6,30,36.57,7,0.18,2,22.62,3,1,0,1,3,2,Medium
0,12,40.9,11,0.32,2,6.99,1,1,0,0,1,2,Low
4,8,69.09,7,0.5,2,29.02,4,1,0,1,2,2,Low
7,23,32.94,8,0.04,1,19.27,4,1,0,3,3,0,Medium
6,17,96.01,5,0.21,1,12.52,0,0,1,2,3,0,Medium
4,4,35.08,6,0.41,1,11.88,0,0,0,1,2,2,Low
3,1,56.18,11,0.43,0,22.67,4,1,0,2,2,0,Low
10,37,4.13,10,0.32,2,28.19,4,1,0,1,4,2,High
9,39,35.68,0,0.39,1,11.66,1,0,0,3,0,2,High
8,8,6.36,8,0.15,1,18.93,0,0,0,3,2,1,Low
9,33,87.34,9,0.48,2,8.76,1,0,0,3,0,2,Medium
10,37,82.4,2,0.05,0,17.68,2,0,0,1,3,1,High
4,39,26.77,2,0.49,0,5.33,2,0,0,2,0,1,High
5,35,99.58,11,0.26,1,16.13,3,0,0,0,0,0,Medium
1,25,50.32,0,0.48,0,24.08,2,1,1,1,0,0,Medium
4,29,20.19,1,0.04,0,26.25,3,1,1,3,1,0,Medium
5,40,29.23,4,0.24,1,19.9,3,0,0,1,0,0,High
10,28,31.89,7,0.09,1,27.1,4,0,0,2,3,2,Medium
9,35,16.29,9,0.28,0,25.68,3,0,0,1,0,1,Medium
1,48,53.78,5,0.47,1,20.28,1,0,0,0,3,0,High
3,3,21.89,5,0.38,0,23.31,3,1,0,3,4,1,Low
10,2,9.43,3,0.29,0,10.1,0,1,1,1,1,1,Low
9,16,99.83,7,0.02,1,17.35,1,0,0,3,3,1,Medium
8,49,74.27,5,0.49,2,16.63,1,1,0,1,0,1,High
1,47,90.09,4,0.29,2,20.15,4,0,0,3,4,0,High
10,46,5.78,0,0.45,2,16.24,1,0,0,0,4,0,High
10,33,34.13,4,0.36,0,12.34,2,0,0,0,3,1,Medium
10,7,26.78,2,0.19,0,17.84,2,1,0,2,1,2,Low
5,23,88.75,7,0.2,0,9.56,0,1,0,0,3,2,Medium
1,31,93.64,6,0.45,0,28.14,1,1,0,2,2,1,Medium
8,44,43.6,2,0.34,1,29.25,1,0,0,1,3,2,High
8,18,47.33,0,0.04,1,29.71,1,1,0,1,1,0,Medium
5,8,44.96,10,0.14,0,18.06,2,1,0,0,1,0,Low
5,30,47.11,4,0.27,1,13.09,2,1,0,1,0,0,Medium
8,13,83.03,9,0.06,1,10.78,2,1,0,0,3,2,Low
5,38,81.69,9,0.16,0,23.51,2,0,0,0,4,2,High
5,30,14.91,8,0.16,1,24.05,4,0,1,3,4,1,Medium
4,20,71.27,0,0.45,1,22.33,3,1,0,1,4,0,Medium
8,10,64.1,10,0.3,0,19.8,3,0,0,3,3,0,Low
5,45,76.42,1,0.14,0,5.3,4,0,0,3,2,0,High
8,28,55.06,10,0.34,0,27.97,1,1,0,3,2,0,Medium
5,19,98.64,2,0.27,1,28.24,1,0,0,2,3,2,Medium
4,2,64.79,5,0.03,0,21.61,2,1,0,1,4,2,Low
6,45,39.45,0,0.17,0,25.91,0,0,0,3,2,2,High
6,27,75.87,2,0.47,2,7.41,1,1,0,3,2,1,Medium
6,45,2.42,7,0.36,1,25.9,2,1,0,1,4,0,High
2,13,48.68,1,0.4,2,11.48,2,0,0,2,3,0,Low
3,12,45.56,9,0.08,2,23.46,3,1,0,0,4,0,Low
10,32,17.42,0,0.23,2,9.39,4,1,0,3,0,1,Medium
3,17,24.89,2,0.47,0,9.05,4,0,1,2,4,0,Medium
0,40,94.64,5,0.33,2,9.98,2,1,0,0,2,2,High
5,21,16.37,4,0.14,1,14.32,1,1,0,2,3,2,Medium
6,33,39.0,4,0.4,1,26.84,0,0,0,3,3,1,Medium
2,24,19.45,10,0.49,0,7.92,2,1,0,2,4,2,Medium
5,16,76.47,4,0.03,0,21.1,1,1,0,0,3,0,Medium
5,3,24.55,11,0.48,1,10.17,0,0,0,0,0,2,Low
1,23,9.11,10,0.24,1,27.4,2,0,1,0,3,0,Medium
1,18,87.23,0,0.05,2,13.59,3,1,0,0,2,2,Medium
5,10,73.81,3,0.17,0,26.44,1,0,0,0,1,2,Low
10,32,78.38,2,0.04,0,10.13,4,1,0,3,2,2,Medium
0,44,77.85,6,0.32,1,11.22,3,0,0,0,4,0,High
0,13,50.96,6,0.44,1,7.12,2,1,0,2,3,2,Low
0,19,69.98,7,0.47,1,6.01,0,1,0,1,2,1,Medium
2,32,66.77,5,0.42,2,27.18,3,0,0,3,0,1,Medium
7,39,96.88,9,0.49,1,27.88,3,1,0,3,4,1,High
7,13,2.58,3,0.46,1,6.8,3,1,0,0,2,2,Low
8,47,61.01,7,0.39,1,5.85,2,0,0,2,0,1,High
6,9,7.32,11,0.28,0,23.53,0,0,0,0,4,2,Low
4,12,85.34,3,0.41,0,5.96,0,0,0,1,3,1,Low
6,6,22.62,5,0.11,1,11.84,2,0,0,0,2,2,Low
0,20,29.85,4,0.32,1,8.57,3,1,0,3,0,1,Medium
6,42,17.73,3,0.16,2,17.01,3,1,1,2,4,2,High
0,20,58.79,3,0.26,2,8.91,1,1,0,1,0,2,Medium
0,44,85.07,8,0.49,0,20.37,4,0,0,2,4,0,High
9,8,35.64,9,0.03,0,11.76,1,1,1,0,1,2,Low
7,9,4.85,0,0.07,2,23.13,4,0,0,0,4,0,Low
7,4,35.56,2,0.39,2,12.54,2,0,0,1,2,2,Low
5,21,88.72,3,0.23,2,6.17,1,0,0,3,4,1,Medium
4,8,62.83,7,0.16,1,27.02,2,1,0,3,2,0,Low
10,35,53.05,10,0.45,1,11.46,1,0,1,0,4,2,Medium
4,21,15.34,11,0.02,1,6.15,3,1,0,1,3,1,Medium
5,42,56.68,1,0.46,2,18.36,0,1,0,0,1,0,High
9,26,33.84,8,0.34,0,24.78,4,1,0,0,4,1,Medium
3,6,84.72,9,0.22,1,14.91,2,1,0,3,3,0,Low
2,5,45.92,10,0.08,2,6.95,3,1,0,3,1,2,Low
4,26,47.42,10,0.16,0,17.83,2,1,0,1,1,0,Medium
7,27,85.65,7,0.39,1,14.34,0,0,0,2,1,0,Medium
3,18,58.93,1,0.16,2,5.01,0,0,0,3,2,1,Medium
9,37,9.03,0,0.37,0,10.7,0,0,0,1,2,2,High
10,21,15.26,5,0.04,0,28.15,2,1,0,2,1,1,Medium
3,16,83.99,8,0.17,2,5.69,4,0,0,0,3,2,Medium
5,33,71.16,9,0.25,1,27.98,3,0,0,1,4,1,Medium
5,40,60.62,10,0.38,1,22.18,0,1,0,2,0,2,High
3,2,93.13,11,0.17,1,14.53,3,0,0,3,0,0,Low
2,28,77.63,3,0.12,2,13.38,4,1,0,3,4,2,Medium
7,4,86.95,1,0.32,2,29.83,1,0,0,0,0,0,Low
9,43,59.2,1,0.1,2,19.23,4,1,0,1,1,2,High
3,20,75.47,9,0.42,0,12.66,1,0,0,2,4,2,Medium
8,22,5.74,11,0.35,0,21.63,3,1,0,3,3,0,Medium
6,19,69.63,6,0.25,0,24.74,4,0,1,2,0,2,Medium
1,30,87.13,1,0.33,0,21.18,4,0,0,3,1,2,Medium
10,47,93.36,7,0.25,2,5.29,0,0,0,1,0,1,High
3,35,14.55,8,0.25,2,12.86,2,1,0,0,1,0,Medium
7,45,99.88,4,0.07,0,8.51,0,0,0,2,4,2,High
3,5,63.96,1,0.22,1,27.04,2,1,0,3,0,0,Low
0,4,27.87,6,0.05,0,11.71,3,1,0,0,0,1,Low
2,15,29.21,7,0.01,1,12.15,3,0,0,3,3,1,Low
8,24,72.5,10,0.29,2,26.31,2,0,0,1,4,0,Medium
7,33,29.63,10,0.13,0,28.81,0,0,0,2,0,2,Medium
8,10,42.27,9,0.08,1,20.39,1,1,0,2,3,0,Low
0,37,31.69,10,0.16,1,12.58,0,1,0,3,2,1,High
6,32,92.51,6,0.46,0,24.57,2,1,0,1,4,1,Medium
9,13,17.35,4,0.38,2,13.11,4,1,0,0,2,1,Low
0,17,25.41,6,0.05,0,28.31,0,0,0,2,3,2,Medium
6,5,38.41,8,0.39,1,14.67,4,0,0,1,2,2,Low
2,49,90.35,1,0.18,1,8.42,0,1,0,2,4,0,High
6,45,56.96,8,0.5,1,12.41,1,1,0,0,3,0,High
3,8,5.49,11,0.25,0,6.08,4,1,1,1,0,1,Low
8,47,67.94,0,0.0,0,19.5,3,0,0,0,0,2,High
4,26,20.72,1,0.47,1,22.35,1,1,0,1,1,2,Medium
1,12,14.0,9,0.24,1,15.29,3,1,0,2,1,0,Low
8,38,36.84,9,0.28,0,13.97,4,0,1,1,3,2,High
1,39,81.93,9,0.03,2,29.06,2,0,0,0,3,1,High
3,25,99.05,7,0.24,0,14.34,1,1,0,2,3,0,Medium
7,45,95.07,8,0.19,2,21.34,0,0,0,3,3,1,High
8,49,11.14,2,0.45,0,25.08,4,0,0,2,4,1,High
10,35,48.57,8,0.44,1,13.88,1,1,0,2,1,2,Medium
0,13,14.21,3,0.39,1,23.34,1,0,1,3,3,0,Low
0,38,54.12,5,0.46,2,21.1,4,1,0,0,2,1,High
10,30,24.99,1,0.34,1,21.83,0,0,0,0,0,1,Medium
6,13,25.63,4,0.34,2,28.31,0,0,1,1,1,0,Low
0,15,61.58,3,0.36,2,21.17,1,0,0,2,2,0,Low
6,19,17.18,10,0.28,1,23.07,1,1,0,1,0,2,Medium
10,38,39.75,0,0.23,1,14.04,2,1,0,1,1,0,High
2,38,23.4,2,0.09,1,13.0,1,0,0,3,3,0,High
6,42,40.63,7,0.39,2,19.96,1,0,0,2,1,1,High
3,32,28.7,11,0.16,2,25.28,1,1,0,3,4,0,Medium
0,35,64.03,11,0.5,2,11.55,4,0,0,3,2,0,Medium
10,20,25.25,10,0.26,1,14.16,3,0,0,0,4,1,Medium
9,20,23.94,9,0.01,0,28.39,3,1,0,2,1,2,Medium
3,49,11.06,5,0.2,1,9.39,0,0,1,2,1,0,High
6,13,12.93,5,0.24,0,12.05,4,0,0,2,0,0,Low
1,26,82.39,8,0.25,0,25.74,2,0,0,1,2,2,Medium
4,48,74.5,10,0.48,2,7.2,1,1,0,1,4,1,High
8,17,13.98,9,0.34,2,6.46,1,1,0,1,3,2,Medium
3,4,46.0,6,0.32,2,29.79,0,0,0,0,2,1,Low
5,8,33.28,10,0.37,2,16.02,1,0,0,1,0,0,Low
8,9,49.16,11,0.06,0,5.29,2,0,0,1,1,2,Low
7,22,20.08,10,0.46,1,17.83,2,1,0,1,3,0,Medium
10,44,21.93,3,0.28,0,13.08,4,0,0,3,0,2,High
8,12,52.86,3,0.37,2,23.58,2,0,0,3,0,2,Low
2,19,72.78,1,0.01,2,8.31,0,0,1,0,1,2,Medium
0,4,95.27,11,0.24,2,28.35,2,1,0,3,4,1,Low
0,2,32.22,7,0.29,1,7.63,2,1,0,0,2,2,Low
0,7,40.81,0,0.16,0,21.37,1,1,0,3,4,1,Low
0,3,81.27,5,0.09,2,18.39,3,1,0,0,1,0,Low
0,8,44.52,7,0.07,0,13.22,0,1,0,2,0,2,Low
8,9,87.07,6,0.39,0,21.05,4,1,1,1,1,2,Low
8,21,43.6,5,0.45,2,15.42,4,0,0,3,4,2,Medium
3,21,19.21,5,0.26,0,10.09,4,0,0,1,3,1,Medium
1,1,79.05,5,0.24,2,24.01,0,1,0,2,0,1,Low
7,22,54.53,1,0.14,2,29.16,3,0,0,2,4,0,Medium
2,43,59.84,0,0.14,2,21.29,2,0,0,2,1,0,High
10,2,59.17,5,0.13,1,18.68,2,1,1,3,4,1,Low
5,9,54.37,1,0.31,0,22.23,2,1,0,0,4,0,Low
9,39,3.86,0,0.19,1,25.34,4,0,0,1,3,1,High
7,15,39.32,2,0.14,2,22.6,4,1,0,0,1,0,Low
3,16,56.63,1,0.15,1,8.34,1,0,0,0,4,0,Medium
3,44,91.01,4,0.4,0,12.23,2,0,0,1,2,0,High
0,10,27.57,6,0.2,0,10.71,2,1,0,2,2,2,Low
9,9,14.74,9,0.07,1,7.72,0,0,0,1,2,0,Low
8,16,54.83,3,0.42,2,9.76,1,0,0,1,0,2,Medium
6,12,31.6,1,0.38,1,25.58,3,1,0,2,4,1,Low
8,42,69.0,6,0.49,1,25.91,0,1,0,1,1,1,High
2,21,58.77,4,0.34,0,11.26,0,0,0,0,3,2,Medium
1,30,60.31,4,0.25,0,10.5,0,0,0,0,4,0,Medium
1,45,57.62,3,0.12,0,16.59,3,0,0,0,3,0,High
7,27,97.3,5,0.41,0,6.4,2,1,0,0,2,0,Medium
6,13,62.19,2,0.06,1,21.71,4,0,0,1,0,0,Low
4,28,53.08,4,0.13,0,18.91,3,0,0,3,1,1,Medium
3,23,13.01,7,0.11,2,15.1,1,0,1,3,3,0,Medium
1,27,86.21,9,0.33,1,16.44,4,1,0,2,4,2,Medium
2,22,95.65,1,0.29,1,17.16,0,0,0,1,4,2,Medium
2,13,4.7,6,0.41,1,14.89,3,0,0,3,3,0,Low
0,41,11.74,6,0.5,0,26.52,3,1,0,1,3,2,High
7,24,22.11,11,0.33,1,28.01,4,0,0,0,2,1,Medium
6,17,7.18,6,0.22,1,7.87,3,1,0,0,1,1,Medium
8,42,86.42,5,0.37,0,27.55,1,0,0,0,3,0,High
9,15,77.78,10,0.4,1,28.17,2,1,0,0,3,1,Low
10,40,62.82,7,0.26,2,17.74,0,0,0,3,2,1,High
3,46,9.66,8,0.46,0,27.85,3,0,0,3,0,0,High
9,16,63.5,3,0.24,2,11.07,4,0,0,0,3,0,Medium
0,7,20.99,5,0.39,0,5.73,2,0,0,2,4,0,Low
5,49,78.93,3,0.45,2,12.74,3,1,0,1,2,1,High
0,14,67.15,3,0.31,2,7.7,0,0,0,2,3,2,Low
4,35,72.32,2,0.45,0,5.8,1,0,0,1,0,1,Medium
5,23,44.59,7,0.28,0,8.06,1,0,0,1,2,1,Medium
8,10,38.75,2,0.47,0,6.93,0,0,0,1,0,2,Low
4,1,28.99,4,0.31,2,21.02,1,0,1,1,3,2,Low
6,11,94.78,2,0.29,0,9.52,1,0,0,3,1,0,Low
10,41,11.95,8,0.12,1,20.38,2,1,0,3,4,2,High
0,37,79.51,5,0.38,0,16.54,0,1,0,0,3,2,High
3,19,60.85,5,0.46,1,10.08,3,1,1,3,1,0,Medium
4,43,91.48,5,0.42,0,19.41,1,1,0,3,1,1,High
7,38,75.44,6,0.35,1,21.55,1,0,0,3,1,1,High
7,23,51.72,8,0.31,2,17.29,1,0,0,1,1,0,Medium
1,24,82.61,0,0.4,1,7.68,4,1,1,3,2,0,Medium
7,44,91.26,4,0.04,0,20.59,2,0,1,3,2,0,High
1,13,62.48,2,0.24,1,22.62,1,0,1,2,4,0,Low
5,49,23.59,1,0.26,0,14.24,2,0,0,1,3,1,High
3,32,72.07,11,0.03,1,12.54,2,1,0,0,2,1,Medium
3,1,9.04,2,0.15,0,16.12,2,1,0,3,3,2,Low
2,22,52.54,10,0.09,0,20.84,2,1,0,3,1,1,Medium
10,38,9.61,7,0.33,1,28.94,4,0,0,3,0,0,High
3,49,4.65,2,0.4,1,14.59,2,1,0,1,1,0,High
5,32,28.18,8,0.33,1,6.72,0,0,0,0,2,0,Medium
8,42,80.82,1,0.46,0,6.84,4,1,0,0,4,2,High
6,39,68.62,11,0.36,1,24.54,1,1,0,0,2,2,High
10,48,8.91,1,0.35,2,9.36,0,1,0,3,1,0,High
9,39,37.37,0,0.12,2,19.88,2,0,0,0,2,0,High
6,36,34.73,4,0.15,2,20.74,0,0,0,0,0,1,High
1,47,94.89,2,0.4,2,17.32,1,0,0,1,1,2,High
6,21,98.78,11,0.18,0,10.44,3,1,0,0,1,2,Medium
0,16,3.3,1,0.32,1,13.18,4,0,0,0,4,1,Medium
1,9,45.99,2,0.07,0,15.19,1,1,0,3,0,1,Low
9,4,52.79,6,0.49,0,25.96,2,0,1,0,0,1,Low
9,25,92.79,9,0.46,2,8.83,4,1,0,0,3,1,Medium
3,16,40.11,0,0.08,2,18.93,4,1,0,3,1,2,Medium
3,10,8.65,2,0.01,2,26.98,2,0,0,2,2,2,Low
6,10,36.67,5,0.05,0,20.73,1,0,1,0,2,1,Low
2,31,50.23,1,0.06,1,12.24,2,1,0,3,0,0,Medium
2,25,20.27,2,0.38,0,9.01,2,0,0,3,1,2,Medium
4,28,6.76,8,0.38,0,12.31,4,0,0,3,2,1,Medium
2,45,94.59,6,0.44,1,27.18,3,1,0,2,2,2,High
3,14,61.86,0,0.38,1,20.71,1,1,0,2,2,2,Low
7,5,93.09,0,0.41,1,16.58,2,0,0,2,3,2,Low
3,38,76.34,0,0.15,0,13.68,3,1,0,1,4,2,High
5,10,50.16,0,0.33,1,11.28,4,0,0,3,0,0,Low
6,38,29.28,2,0.48,0,7.81,3,0,0,3,0,0,High
9,28,59.2,0,0.02,1,11.56,2,1,0,0,1,0,Medium
2,10,47.42,9,0.02,2,27.5,0,0,0,0,2,2,Low
7,33,1.77,8,0.23,0,5.76,2,0,0,1,4,0,Medium
6,48,64.05,8,0.3,1,29.16,0,1,0,0,1,0,High
4,20,84.84,11,0.31,1,5.4,2,1,0,3,2,1,Medium
5,7,71.41,8,0.48,2,10.36,3,1,0,3,1,2,Low
6,27,46.33,0,0.28,2,9.06,1,1,0,0,0,0,Medium
10,8,42.07,2,0.27,1,23.23,0,1,0,3,0,2,Low
9,14,44.61,9,0.19,2,18.55,3,1,0,1,4,0,Low
4,3,52.42,2,0.48,1,22.94,3,1,0,3,2,0,Low
2,4,8.33,7,0.4,0,21.43,2,1,0,2,2,0,Low
10,20,47.27,8,0.4,0,20.8,2,1,0,3,1,2,Medium
5,13,80.72,3,0.24,2,9.27,0,0,0,1,2,1,Low
5,6,25.61,2,0.06,1,21.27,2,1,0,3,1,1,Low
8,4,71.81,5,0.31,2,19.34,3,1,0,1,3,2,Low
7,21,24.57,8,0.37,1,15.11,4,1,0,3,1,0,Medium
9,22,66.23,5,0.48,1,26.84,3,0,0,2,4,1,Medium
1,43,51.74,1,0.03,0,23.38,4,0,0,1,3,0,High
7,19,48.42,0,0.31,0,15.9,4,0,0,3,4,0,Medium
0,23,69.14,4,0.47,0,28.18,0,0,0,0,0,1,Medium
2,17,48.56,8,0.36,0,11.78,1,0,0,3,4,2,Medium
4,4,68.86,5,0.04,0,8.5,4,0,0,0,1,2,Low
5,32,94.46,4,0.19,0,12.65,1,1,0,0,4,1,Medium
1,29,30.52,3,0.46,1,14.17,0,1,0,1,2,1,Medium
3,31,3.71,5,0.09,1,20.91,3,1,0,1,0,1,Medium
8,21,54.27,2,0.06,2,26.55,2,1,0,2,1,0,Medium
0,10,28.82,10,0.21,1,19.85,1,1,0,0,3,2,Low
1,41,53.26,5,0.17,0,11.35,1,1,0,3,1,1,High
9,37,62.64,3,0.49,1,7.69,2,0,0,0,4,0,High
4,46,57.69,5,0.39,1,9.61,2,0,0,3,0,1,High
0,10,64.59,10,0.43,1,26.94,4,0,1,3,3,1,Low
6,36,39.38,3,0.14,1,22.23,2,0,0,3,1,1,High
2,28,52.24,8,0.23,0,15.38,2,0,0,2,3,2,Medium
5,20,47.53,5,0.46,1,10.82,4,1,0,0,1,2,Medium
6,23,24.34,5,0.16,2,26.32,0,0,0,3,0,2,Medium
5,4,49.3,0,0.01,2,7.51,0,0,0,2,0,1,Low
10,49,87.01,5,0.4,2,12.15,0,0,1,0,4,1,High
3,26,33.2,10,0.39,1,10.95,1,1,0,1,3,1,Medium
0,44,64.01,10,0.46,2,25.61,3,1,0,2,4,2,High
8,43,12.18,6,0.33,0,26.8,0,1,0,0,0,2,High
8,22,5.28,1,0.13,1,24.36,2,1,0,1,4,0,Medium
9,46,98.29,7,0.06,1,22.29,0,0,1,1,2,2,High
5,28,30.36,10,0.2,2,25.66,0,1,0,3,4,0,Medium
1,9,82.69,4,0.21,1,15.86,3,1,0,2,1,2,Low
4,21,90.9,6,0.46,0,18.59,1,0,0,0,2,2,Medium
9,5,38.2,10,0.48,2,17.45,1,1,0,0,1,1,Low
8,20,2.03,8,0.44,1,18.13,0,0,0,2,0,2,Medium
7,41,33.11,4,0.34,0,15.12,1,1,0,1,3,0,High
4,18,86.26,1,0.41,0,19.51,1,1,0,0,2,1,Medium
1,32,87.06,10,0.11,0,18.65,3,1,0,0,2,2,Medium
3,25,91.94,3,0.26,2,7.74,3,0,0,1,0,0,Medium
3,44,81.5,9,0.02,1,10.38,1,1,1,3,2,1,High
10,40,17.95,3,0.37,2,16.89,1,1,0,0,4,1,High
8,4,47.7,7,0.44,1,11.93,4,0,0,1,4,1,Low
7,13,44.07,10,0.08,1,15.89,4,0,0,3,4,2,Low
6,4,50.5,9,0.32,1,11.25,3,0,1,2,0,2,Low
4,26,59.4,7,0.36,1,12.5,3,1,0,3,2,1,Medium
3,1,38.03,0,0.42,2,14.73,1,0,0,1,3,1,Low
7,14,68.36,11,0.22,1,7.64,2,1,0,1,3,0,Low
4,16,4.21,8,0.04,2,11.9,2,0,0,1,1,2,Medium
5,34,72.93,7,0.05,1,14.19,2,0,0,3,3,1,Medium
8,5,53.82,1,0.31,0,18.33,1,0,0,3,0,2,Low
0,31,16.34,10,0.04,2,8.51,3,0,0,1,4,2,Medium
3,42,59.0,8,0.29,0,22.38,4,1,0,3,0,2,High
1,17,7.36,9,0.45,1,10.3,2,0,0,3,2,0,Medium
8,25,65.59,0,0.13,2,23.13,3,0,1,1,1,2,Medium
4,28,56.76,7,0.31,1,6.5,0,0,1,1,4,1,Medium
0,17,98.79,6,0.34,1,17.17,2,1,0,3,3,0,Medium
7,40,17.18,0,0.49,0,12.85,4,1,0,3,0,0,High
4,22,89.32,7,0.23,0,12.5,3,1,0,2,3,1,Medium
0,20,43.24,0,0.35,2,14.22,3,1,1,1,3,0,Medium
6,46,11.34,4,0.42,2,25.18,3,1,1,3,1,1,High
2,41,76.9,7,0.06,0,24.12,0,0,0,3,4,0,High
